"Taxon","sumOB23","sumOB25","sumOB24","Order","Genus"
"Burkholderiales;Rhodoferax",0,0,0,"Burkholderiales","Rhodoferax"
"Burkholderiales;Simplicispira",0,0,0,"Burkholderiales","Simplicispira"
"Burkholderiales;Sphaerotilus",1,0,1,"Burkholderiales","Sphaerotilus"
"Burkholderiales;Tepidimonas",0,0,0,"Burkholderiales","Tepidimonas"
"Burkholderiales;Undibacterium",1,0,1,"Burkholderiales","Undibacterium"
"Burkholderiales;Variovorax",1,0,0,"Burkholderiales","Variovorax"
"Campylobacterales;Aliarcobacter",2,0,2,"Campylobacterales","Aliarcobacter"
"Campylobacterales;Poseidonibacter",1,0,1,"Campylobacterales","Poseidonibacter"
"Campylobacterales;Pseudarcobacter",1,0,1,"Campylobacterales","Pseudarcobacter"
"Campylobacterales;Sulfurovum",1,1,1,"Campylobacterales","Sulfurovum"
"Candidatus Cloacamonas;Candidatus Cloacamonas",1,1,0,"Candidatus Cloacamonas","Candidatus Cloacamonas"
"Candidatus Hydrogenedens;Candidatus Hydrogenedens",1,0,1,"Candidatus Hydrogenedens","Candidatus Hydrogenedens"
"Caulobacterales;Algimonas",0,0,0,"Caulobacterales","Algimonas"
"Caulobacterales;Asprobacter",0,0,0,"Caulobacterales","Asprobacter"
"Caulobacterales;Brevundimonas",0,0,0,"Caulobacterales","Brevundimonas"
"Caulobacterales;Caulobacter",1,0,0,"Caulobacterales","Caulobacter"
"Caulobacterales;Hellea",1,1,1,"Caulobacterales","Hellea"
"Caulobacterales;Phenylobacterium",1,0,0,"Caulobacterales","Phenylobacterium"
"Cellvibrionales;Cellvibrio",0,0,0,"Cellvibrionales","Cellvibrio"
"Cellvibrionales;Eionea",0,0,0,"Cellvibrionales","Eionea"
"Cellvibrionales;Haliea",0,0,0,"Cellvibrionales","Haliea"
"Cellvibrionales;Halioglobus",1,1,1,"Cellvibrionales","Halioglobus"
"Cellvibrionales;Luminiphilus",5,5,5,"Cellvibrionales","Luminiphilus"
"Cellvibrionales;Marimicrobium",3,1,3,"Cellvibrionales","Marimicrobium"
"Cellvibrionales;Microbulbifer",0,0,0,"Cellvibrionales","Microbulbifer"
"Cellvibrionales;Oceanicoccus",1,1,1,"Cellvibrionales","Oceanicoccus"
"Cellvibrionales;Porticoccus",2,1,1,"Cellvibrionales","Porticoccus"
"Chitinophagales;Ferruginibacter",0,1,0,"Chitinophagales","Ferruginibacter"
"Chitinophagales;Flavitalea",2,1,0,"Chitinophagales","Flavitalea"
"Chitinophagales;Niastella",0,0,0,"Chitinophagales","Niastella"
"Chitinophagales;Panacibacter",0,0,0,"Chitinophagales","Panacibacter"
"Chitinophagales;Sediminibacterium",5,4,4,"Chitinophagales","Sediminibacterium"
"Chitinophagales;Taibaiella",0,0,0,"Chitinophagales","Taibaiella"
"Chitinophagales;Terrimonas",0,0,0,"Chitinophagales","Terrimonas"
"Chloroplast;Bacillariophyta",25,11,17,"Chloroplast","Bacillariophyta"
"Chloroplast;Chlorophyta",7,6,6,"Chloroplast","Chlorophyta"
"Chloroplast;Cryptomonadaceae",4,2,4,"Chloroplast","Cryptomonadaceae"
"Chloroplast;Euglenida",0,1,0,"Chloroplast","Euglenida"
"Chloroplast;Streptophyta",0,0,0,"Chloroplast","Streptophyta"
"Chromatiales;Granulosicoccus",0,0,0,"Chromatiales","Granulosicoccus"
"Chromatiales;Wenzhouxiangella",0,0,0,"Chromatiales","Wenzhouxiangella"
"Chromatiales;Woeseia",4,4,4,"Chromatiales","Woeseia"
"Clostridiales;Acetivibrio",0,0,0,"Clostridiales","Acetivibrio"
"Clostridiales;Acetobacterium",1,0,1,"Clostridiales","Acetobacterium"
"Clostridiales;Aminipila",0,0,0,"Clostridiales","Aminipila"
"Clostridiales;Anaerostipes",1,2,0,"Clostridiales","Anaerostipes"
"Clostridiales;Blautia",6,6,4,"Clostridiales","Blautia"
"Clostridiales;Butyricicoccus",1,0,0,"Clostridiales","Butyricicoccus"
"Clostridiales;Clostridium IV",1,0,0,"Clostridiales","Clostridium IV"
"Clostridiales;Clostridium XlVa",0,0,0,"Clostridiales","Clostridium XlVa"
"Clostridiales;Clostridium XlVb",0,1,0,"Clostridiales","Clostridium XlVb"
"Clostridiales;Clostridium sensu stricto",3,3,2,"Clostridiales","Clostridium sensu stricto"
"Clostridiales;Colidextribacter",0,0,0,"Clostridiales","Colidextribacter"
"Clostridiales;Coprococcus",2,1,2,"Clostridiales","Coprococcus"
"Clostridiales;Dorea",1,2,1,"Clostridiales","Dorea"
"Clostridiales;Dysosmobacter",1,1,1,"Clostridiales","Dysosmobacter"
"Clostridiales;Eisenbergiella",0,0,0,"Clostridiales","Eisenbergiella"
"Clostridiales;Enterocloster",0,1,0,"Clostridiales","Enterocloster"
"Clostridiales;Faecalibacterium",5,4,4,"Clostridiales","Faecalibacterium"
"Clostridiales;Flintibacter",2,0,2,"Clostridiales","Flintibacter"
"Clostridiales;Fusibacter",0,0,0,"Clostridiales","Fusibacter"
"Clostridiales;Fusicatenibacter",1,1,1,"Clostridiales","Fusicatenibacter"
"Clostridiales;Gemmiger",1,1,1,"Clostridiales","Gemmiger"
"Clostridiales;Hathewaya",0,0,0,"Clostridiales","Hathewaya"
"Clostridiales;Hungatella",1,0,1,"Clostridiales","Hungatella"
"Clostridiales;Intestinibacillus",0,1,0,"Clostridiales","Intestinibacillus"
"Clostridiales;Intestinimonas",0,0,0,"Clostridiales","Intestinimonas"
"Clostridiales;Kineothrix",0,1,0,"Clostridiales","Kineothrix"
"Clostridiales;Lachnospira",1,0,1,"Clostridiales","Lachnospira"
"Clostridiales;Lachnospiracea_incertae_sedis",1,1,0,"Clostridiales","Lachnospiracea_incertae_sedis"
"Clostridiales;Lacrimispora",0,2,0,"Clostridiales","Lacrimispora"
"Clostridiales;Mediterraneibacter",1,0,1,"Clostridiales","Mediterraneibacter"
"Clostridiales;Mogibacterium",0,0,0,"Clostridiales","Mogibacterium"
"Clostridiales;Monoglobus",0,0,0,"Clostridiales","Monoglobus"
"Clostridiales;Neglecta",0,1,0,"Clostridiales","Neglecta"
"Clostridiales;Oscillibacter",1,2,0,"Clostridiales","Oscillibacter"
"Clostridiales;Paeniclostridium",0,0,0,"Clostridiales","Paeniclostridium"
"Clostridiales;Peptacetobacter",1,0,0,"Clostridiales","Peptacetobacter"
"Clostridiales;Phocea",1,1,1,"Clostridiales","Phocea"
"Clostridiales;Proteocatella",0,0,0,"Clostridiales","Proteocatella"
"Clostridiales;Romboutsia",2,2,1,"Clostridiales","Romboutsia"
"Clostridiales;Roseburia",2,3,1,"Clostridiales","Roseburia"
"Clostridiales;Ruminococcus",2,1,2,"Clostridiales","Ruminococcus"
"Clostridiales;Ruminococcus2",1,1,1,"Clostridiales","Ruminococcus2"
"Clostridiales;Schaedlerella",0,2,0,"Clostridiales","Schaedlerella"
"Clostridiales;Sedimentibacter",0,1,0,"Clostridiales","Sedimentibacter"
"Clostridiales;Sporobacter",0,1,0,"Clostridiales","Sporobacter"
"Clostridiales;Syntrophomonas",1,0,1,"Clostridiales","Syntrophomonas"
"Clostridiales;Tissierella",0,1,0,"Clostridiales","Tissierella"
"Coprothermobacterales;Coprothermobacter",1,1,1,"Coprothermobacterales","Coprothermobacter"
"Coriobacteriales;Collinsella",0,1,0,"Coriobacteriales","Collinsella"
"Cytophagales;Algoriphagus",0,0,0,"Cytophagales","Algoriphagus"
"Cytophagales;Aquirufa",3,3,3,"Cytophagales","Aquirufa"
"Cytophagales;Arcicella",0,0,0,"Cytophagales","Arcicella"
"Cytophagales;Aureibacter",0,0,0,"Cytophagales","Aureibacter"
"Cytophagales;Dyadobacter",0,0,0,"Cytophagales","Dyadobacter"
"Cytophagales;Emticicia",0,0,0,"Cytophagales","Emticicia"
"Cytophagales;Flectobacillus",0,0,0,"Cytophagales","Flectobacillus"
"Cytophagales;Fulvivirga",0,0,0,"Cytophagales","Fulvivirga"
"Cytophagales;Lacihabitans",0,0,0,"Cytophagales","Lacihabitans"
"Deferribacterales;Mucispirillum",1,0,1,"Deferribacterales","Mucispirillum"
"Deltaproteobacteria_incertae_sedis;Deferrisoma",0,0,0,"Deltaproteobacteria_incertae_sedis","Deferrisoma"
"Desulfobacterales;Desulfatiglans",0,0,0,"Desulfobacterales","Desulfatiglans"
"Desulfobacterales;Desulfobulbus",0,0,0,"Desulfobacterales","Desulfobulbus"
"Desulfobacterales;Desulfoconvexum",0,0,0,"Desulfobacterales","Desulfoconvexum"
"Desulfobacterales;Desulfopila",0,0,0,"Desulfobacterales","Desulfopila"
"Desulfobacterales;Desulforhopalus",0,1,0,"Desulfobacterales","Desulforhopalus"
"Desulfobacterales;Desulfosarcina",2,1,1,"Desulfobacterales","Desulfosarcina"
"Desulfobacterales;Desulfotalea",0,0,0,"Desulfobacterales","Desulfotalea"
"Desulfovibrionales;Desulfovibrio",0,1,0,"Desulfovibrionales","Desulfovibrio"
"Desulfuromonadales;Geobacter",0,0,0,"Desulfuromonadales","Geobacter"
"Desulfuromonadales;Pelobacter",1,1,0,"Desulfuromonadales","Pelobacter"
"Eggerthellales;Adlercreutzia",0,0,0,"Eggerthellales","Adlercreutzia"
"Emcibacterales;Emcibacter",2,2,2,"Emcibacterales","Emcibacter"
"Enterobacterales;Enterobacter",1,0,1,"Enterobacterales","Enterobacter"
"Enterobacterales;Raoultella",0,0,0,"Enterobacterales","Raoultella"
"Enterobacterales;Yersinia",0,0,0,"Enterobacterales","Yersinia"
"Erysipelotrichales;Catenibacterium",1,1,1,"Erysipelotrichales","Catenibacterium"
"Erysipelotrichales;Clostridium XVIII",0,0,0,"Erysipelotrichales","Clostridium XVIII"
"Erysipelotrichales;Erysipelatoclostridium",1,0,0,"Erysipelotrichales","Erysipelatoclostridium"
"Erysipelotrichales;Faecalibacillus",1,1,1,"Erysipelotrichales","Faecalibacillus"
"Erysipelotrichales;Holdemanella",1,2,1,"Erysipelotrichales","Holdemanella"
"Erysipelotrichales;Massilimicrobiota",0,1,0,"Erysipelotrichales","Massilimicrobiota"
"Family II;GpIIa",8,7,6,"Family II","GpIIa"
"Family II;Prochlorococcus",0,0,0,"Family II","Prochlorococcus"
"Family XIII;GpXIII",1,0,0,"Family XIII","GpXIII"
"Family XIII;Planktothrix",0,0,0,"Family XIII","Planktothrix"
"Flavobacteriales;Actibacter",0,0,0,"Flavobacteriales","Actibacter"
"Flavobacteriales;Aequorivita",0,0,0,"Flavobacteriales","Aequorivita"
"Flavobacteriales;Algibacter",1,1,1,"Flavobacteriales","Algibacter"
"Flavobacteriales;Aquimarina",0,0,0,"Flavobacteriales","Aquimarina"
"Flavobacteriales;Bizionia",0,0,0,"Flavobacteriales","Bizionia"
"Flavobacteriales;Brumimicrobium",1,1,1,"Flavobacteriales","Brumimicrobium"
"Flavobacteriales;Cellulophaga",0,0,0,"Flavobacteriales","Cellulophaga"
"Flavobacteriales;Chryseobacterium",0,0,0,"Flavobacteriales","Chryseobacterium"
"Flavobacteriales;Cloacibacterium",2,1,1,"Flavobacteriales","Cloacibacterium"
"Flavobacteriales;Crocinitomix",2,3,2,"Flavobacteriales","Crocinitomix"
"Flavobacteriales;Dokdonia",0,0,0,"Flavobacteriales","Dokdonia"
"Flavobacteriales;Empedobacter",0,0,0,"Flavobacteriales","Empedobacter"
"Flavobacteriales;Eudoraea",0,0,0,"Flavobacteriales","Eudoraea"
"Flavobacteriales;Flavicella",1,0,0,"Flavobacteriales","Flavicella"
"Flavobacteriales;Flavobacterium",29,19,21,"Flavobacteriales","Flavobacterium"
"Flavobacteriales;Fluviicola",1,2,1,"Flavobacteriales","Fluviicola"
"Flavobacteriales;Formosa",6,5,6,"Flavobacteriales","Formosa"
"Flavobacteriales;Gaetbulibacter",0,0,0,"Flavobacteriales","Gaetbulibacter"
"Flavobacteriales;Lacinutrix",0,0,0,"Flavobacteriales","Lacinutrix"
"Flavobacteriales;Lutibacter",2,1,2,"Flavobacteriales","Lutibacter"
"Flavobacteriales;Lutimonas",4,0,4,"Flavobacteriales","Lutimonas"
"Flavobacteriales;Maribacter",0,0,0,"Flavobacteriales","Maribacter"
"Flavobacteriales;Owenweeksia",1,2,0,"Flavobacteriales","Owenweeksia"
"Flavobacteriales;Phaeocystidibacter",1,0,1,"Flavobacteriales","Phaeocystidibacter"
"Flavobacteriales;Polaribacter",5,6,5,"Flavobacteriales","Polaribacter"
"Flavobacteriales;Pseudofulvibacter",2,2,1,"Flavobacteriales","Pseudofulvibacter"
"Flavobacteriales;Saonia",0,0,0,"Flavobacteriales","Saonia"
"Flavobacteriales;Taeania",0,0,0,"Flavobacteriales","Taeania"
"Flavobacteriales;Tenacibaculum",1,1,1,"Flavobacteriales","Tenacibaculum"
"Flavobacteriales;Ulvibacter",0,0,0,"Flavobacteriales","Ulvibacter"
"Flavobacteriales;Vicingus",5,3,4,"Flavobacteriales","Vicingus"
"Flavobacteriales;Wenyingzhuangia",1,0,0,"Flavobacteriales","Wenyingzhuangia"
"Flavobacteriales;Winogradskyella",3,2,3,"Flavobacteriales","Winogradskyella"
"Flavobacteriales;Zobellia",0,0,0,"Flavobacteriales","Zobellia"
"Frankiales;Jatrophihabitans",0,0,0,"Frankiales","Jatrophihabitans"
"Fusobacteriales;Cetobacterium",1,1,1,"Fusobacteriales","Cetobacterium"
"Fusobacteriales;Fusobacterium",1,0,0,"Fusobacteriales","Fusobacterium"
"Fusobacteriales;Hypnocyclicus",0,0,0,"Fusobacteriales","Hypnocyclicus"
"Fusobacteriales;Propionigenium",0,0,0,"Fusobacteriales","Propionigenium"
"Fusobacteriales;Psychrilyobacter",0,0,0,"Fusobacteriales","Psychrilyobacter"
"Gaiellales;Gaiella",0,0,0,"Gaiellales","Gaiella"
"Gammaproteobacteria_incertae_sedis;Candidatus Carsonella",0,0,0,"Gammaproteobacteria_incertae_sedis","Candidatus Carsonella"
"Gammaproteobacteria_incertae_sedis;Ignatzschineria",0,0,0,"Gammaproteobacteria_incertae_sedis","Ignatzschineria"
"Gammaproteobacteria_incertae_sedis;Marinicella",0,0,0,"Gammaproteobacteria_incertae_sedis","Marinicella"
"Gemmatimonadales;Gemmatimonas",0,1,0,"Gemmatimonadales","Gemmatimonas"
"Gp10;Gp10",1,0,1,"Gp10","Gp10"
"Gp22;Gp22",0,0,0,"Gp22","Gp22"
"Gp23;Gp23",1,1,0,"Gp23","Gp23"
"Gp25;Gp25",0,0,0,"Gp25","Gp25"
"Gp3;Gp3",1,0,0,"Gp3","Gp3"
"Gp5;Gp5",0,0,0,"Gp5","Gp5"
"Gp6;Gp6",3,0,1,"Gp6","Gp6"
"Gp7;Gp7",0,0,0,"Gp7","Gp7"
"Holophagales;Geothrix",1,0,0,"Holophagales","Geothrix"
"Ignavibacteriales;Ignavibacterium",2,0,2,"Ignavibacteriales","Ignavibacterium"
"Kiritimatiellales;Kiritimatiella",1,0,0,"Kiritimatiellales","Kiritimatiella"
"Kordiimonadales;Kordiimonas",0,0,0,"Kordiimonadales","Kordiimonas"
"Lactobacillales;Carnobacterium",0,0,0,"Lactobacillales","Carnobacterium"
"Lactobacillales;Catellicoccus",1,0,1,"Lactobacillales","Catellicoccus"
"Lactobacillales;Enterococcus",1,0,1,"Lactobacillales","Enterococcus"
"Lactobacillales;Lactococcus",1,1,1,"Lactobacillales","Lactococcus"
"Lactobacillales;Leuconostoc",0,0,0,"Lactobacillales","Leuconostoc"
"Lactobacillales;Streptococcus",0,1,0,"Lactobacillales","Streptococcus"
"Lactobacillales;Trichococcus",0,0,0,"Lactobacillales","Trichococcus"
"Lactobacillales;Weissella",0,0,0,"Lactobacillales","Weissella"
"Latescibacteria_genera_incertae_sedis;Latescibacteria_genera_incertae_sedis",0,0,0,"Latescibacteria_genera_incertae_sedis","Latescibacteria_genera_incertae_sedis"
"Legionellales;Aquicella",1,0,1,"Legionellales","Aquicella"
"Legionellales;Coxiella",12,14,6,"Legionellales","Coxiella"
"Legionellales;Diplorickettsia",1,4,1,"Legionellales","Diplorickettsia"
"Legionellales;Legionella",2,4,2,"Legionellales","Legionella"
"Lentisphaerales;Lentisphaera",1,1,0,"Lentisphaerales","Lentisphaera"
"Limisphaera;Limisphaera",0,0,0,"Limisphaera","Limisphaera"
"Marinimicrobia_genera_incertae_sedis;Marinimicrobia_genera_incertae_sedis",12,9,8,"Marinimicrobia_genera_incertae_sedis","Marinimicrobia_genera_incertae_sedis"
"Mariprofundales;Mariprofundus",0,0,0,"Mariprofundales","Mariprofundus"
"Methylococcales;Methylobacter",1,1,0,"Methylococcales","Methylobacter"
"Micrococcales;Aurantimicrobium",1,1,1,"Micrococcales","Aurantimicrobium"
"Micrococcales;Cellulomonas",0,0,0,"Micrococcales","Cellulomonas"
"Micrococcales;Cryobacterium",0,0,0,"Micrococcales","Cryobacterium"
"Micrococcales;Leucobacter",0,0,0,"Micrococcales","Leucobacter"
"Micrococcales;Microbacterium",0,0,0,"Micrococcales","Microbacterium"
"Micrococcales;Micrococcus",1,0,1,"Micrococcales","Micrococcus"
"Micrococcales;Pseudarthrobacter",1,0,0,"Micrococcales","Pseudarthrobacter"
"Micrococcales;Rhodoluna",7,9,6,"Micrococcales","Rhodoluna"
"Micrococcales;Subtercola",0,0,0,"Micrococcales","Subtercola"
"Micropepsales;Micropepsis",1,1,1,"Micropepsales","Micropepsis"
"Mycobacteriales;Mycobacterium",5,5,1,"Mycobacteriales","Mycobacterium"
"Myxococcales;Plesiocystis",0,0,0,"Myxococcales","Plesiocystis"
"Neisseriales;Neisseria",0,0,0,"Neisseriales","Neisseria"
"Neisseriales;Rivicola",0,0,0,"Neisseriales","Rivicola"
"Neisseriales;Uruburuella",0,0,0,"Neisseriales","Uruburuella"
"Neisseriales;Vitreoscilla",1,0,0,"Neisseriales","Vitreoscilla"
"Neisseriales;Vogesella",0,0,0,"Neisseriales","Vogesella"
"Nevskiales;Povalibacter",0,0,0,"Nevskiales","Povalibacter"
"Nitrosomonadales;Gallionella",0,0,0,"Nitrosomonadales","Gallionella"
"Nitrosomonadales;Georgfuchsia",1,1,1,"Nitrosomonadales","Georgfuchsia"
"Nitrosomonadales;Methylophilus",3,2,3,"Nitrosomonadales","Methylophilus"
"Nitrosomonadales;Methylotenera",2,1,2,"Nitrosomonadales","Methylotenera"
"Nitrosomonadales;Nitrosospira",1,0,0,"Nitrosomonadales","Nitrosospira"
"Nitrosomonadales;Thiobacillus",1,0,1,"Nitrosomonadales","Thiobacillus"
"Nitrosopumilales;Nitrosopumilus",31,29,24,"Nitrosopumilales","Nitrosopumilus"
"Nitrospinales;Nitrospina",47,37,34,"Nitrospinales","Nitrospina"
"Nitrospirales;Leptospirillum",0,0,0,"Nitrospirales","Leptospirillum"
"Nitrospirales;Nitrospira",1,1,1,"Nitrospirales","Nitrospira"
"Oceanospirillales;Endozoicomonas",0,0,0,"Oceanospirillales","Endozoicomonas"
"Oceanospirillales;Ketobacter",0,0,0,"Oceanospirillales","Ketobacter"
"Oceanospirillales;Marinomonas",0,0,0,"Oceanospirillales","Marinomonas"
"Oceanospirillales;Neptunomonas",0,0,0,"Oceanospirillales","Neptunomonas"
"Oceanospirillales;Pseudohongiella",10,6,7,"Oceanospirillales","Pseudohongiella"
"Oceanospirillales;Spongiispira",1,1,1,"Oceanospirillales","Spongiispira"
"Oligoflexales;Pseudobacteriovorax",0,0,0,"Oligoflexales","Pseudobacteriovorax"
"Oligosphaerales;Oligosphaera",0,0,0,"Oligosphaerales","Oligosphaera"
"Opitutales;Cephaloticoccus",1,1,1,"Opitutales","Cephaloticoccus"
"Opitutales;Lacunisphaera",0,1,0,"Opitutales","Lacunisphaera"
"Opitutales;Oleiharenicola",1,0,0,"Opitutales","Oleiharenicola"
"Pacearchaeota Incertae Sedis AR13;Pacearchaeota Incertae Sedis AR13",1,0,1,"Pacearchaeota Incertae Sedis AR13","Pacearchaeota Incertae Sedis AR13"
"Pasteurellales;Actinobacillus",0,0,0,"Pasteurellales","Actinobacillus"
"Pasteurellales;Mannheimia",0,0,0,"Pasteurellales","Mannheimia"
"Petrotogales;Defluviitoga",1,1,0,"Petrotogales","Defluviitoga"
"Phycisphaerales;Phycisphaera",0,0,0,"Phycisphaerales","Phycisphaera"
"Pirellulales;Blastopirellula",1,0,1,"Pirellulales","Blastopirellula"
"Pirellulales;Lacipirellula",3,1,2,"Pirellulales","Lacipirellula"
"Pirellulales;Mariniblastus",5,3,4,"Pirellulales","Mariniblastus"
"Pirellulales;Rhodopirellula",0,0,0,"Pirellulales","Rhodopirellula"
"Pirellulales;Rubripirellula",0,0,0,"Pirellulales","Rubripirellula"
"Pirellulales;Thermostilla",0,1,0,"Pirellulales","Thermostilla"
"Planctomycetales;Fimbriiglobus",0,0,0,"Planctomycetales","Fimbriiglobus"
"Planctomycetales;Gemmata",0,0,0,"Planctomycetales","Gemmata"
"Planctomycetales;Gimesia",1,0,0,"Planctomycetales","Gimesia"
"Planctomycetales;Planctomicrobium",1,1,1,"Planctomycetales","Planctomicrobium"
"Planctomycetales;Planctopirus",1,0,1,"Planctomycetales","Planctopirus"
