OTU_ID,OB05_CA122A2,OB08_CA10,OB11_CA58A1,OB13_CA50B,OB18_CA51A3A,OB21_CA51A3,OB23_T046B4,OB25_T037A2,OB26_T037,OB29_T068C1,OB31_T023D3,OB32_T073A2,OB33_T073A1,OB35_T101B,OB37_T100F,OB38_T101A,OB40_T060D,OB41_T060E,,,
Zotu4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,,
Zotu4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,,,
Zotu4502,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,,,
Zotu4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,,,
Zotu4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,
Zotu4519,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,,
Zotu4523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,,
Zotu4554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,
Zotu4555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,
Zotu4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,,,
Zotu4565,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu4577,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu4584,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu4596,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu4611,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,,
Zotu4616,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,,,
Zotu4619,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,,
Zotu4639,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,,
Zotu4655,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,,
Zotu4656,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,
Zotu4657,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,
Zotu4660,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,,
Zotu4661,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,
Zotu4665,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,,,
Zotu4668,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,
Zotu4671,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,
Zotu4673,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,,
Zotu4679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,,,
Zotu4694,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,,
Zotu4697,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu4707,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,,,
Zotu4709,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,,,
Zotu4720,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,
Zotu4727,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,,,
Zotu4734,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,,,
Zotu4735,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,,,
Zotu4738,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,,,
Zotu4740,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,,,
Zotu4744,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,,,
Zotu4745,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,,,
Zotu4746,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,,,
Zotu4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,,
Zotu4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,,
Zotu4758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,,
Zotu4759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,,
Zotu4761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,,
Zotu4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,,,
Zotu4771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,,
Zotu4773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,,,
Zotu4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,,,
Zotu4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,
Zotu4778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,,,
Zotu4781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,,
Zotu4784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,,
Zotu4791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,,,
Zotu4792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,,,
Zotu4794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,,,
Zotu4796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,
Zotu4797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,
Zotu4800,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,,,
Zotu4801,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,,,
Zotu4803,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,,,
Zotu4814,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,,
Zotu4815,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,,,
Zotu4858,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu4859,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu4868,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu4869,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu4870,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,,,
Zotu4876,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu4878,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,,,
Zotu4904,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,,
Zotu4905,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,,,
Zotu4907,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,,,
Zotu4912,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,,,
Zotu4921,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,
Zotu4922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,
Zotu4942,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,,,
Zotu4948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,
Zotu4954,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,,,
Zotu4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,
Zotu4961,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,,,
Zotu4962,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,
Zotu4964,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,,
Zotu4968,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,
Zotu4972,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,,
Zotu4975,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,
Zotu4984,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,,,
Zotu5000,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,,
Zotu5011,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,,
Zotu5012,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,,,
Zotu5014,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,
Zotu5019,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,,
Zotu5021,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,,,
Zotu5022,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,,
Zotu5023,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,,
Zotu5025,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,
Zotu5028,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,
Zotu5030,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,
Zotu5036,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,,,
Zotu5039,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,,
Zotu5041,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,,
Zotu5042,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,,
Zotu5044,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,
Zotu5045,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,,
Zotu5047,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,,
Zotu5053,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,,
Zotu5056,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,,
Zotu5059,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,,
Zotu5060,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,,
Zotu5064,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,,
Zotu5066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,
Zotu5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,
Zotu5069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,
Zotu5072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,
Zotu5074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,
Zotu5077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,
Zotu5083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,
Zotu5084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,,
Zotu5085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,,,
Zotu5086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,,
Zotu5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,
Zotu5089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,,
Zotu5090,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,,,
Zotu5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,,
Zotu5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,,
Zotu5096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,,
Zotu5098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,,
Zotu5099,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,,,
Zotu5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,
Zotu5103,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,,,
Zotu5106,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,,,
Zotu5110,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,
Zotu5117,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,,,
Zotu5124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,
Zotu5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,
Zotu5132,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,,,
Zotu5135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,
Zotu5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,
Zotu5138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,
Zotu5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,
Zotu5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,,,
Zotu5151,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,,,
Zotu5156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,,
Zotu5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,
Zotu5185,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,
Zotu5203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,
Zotu5208,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5213,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,
Zotu5244,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5255,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5257,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5261,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,,,
Zotu5272,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,,
Zotu5274,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,,
Zotu5275,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,
Zotu5278,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,,,
Zotu5279,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,,
Zotu5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,,
Zotu5283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,
Zotu5284,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,,
Zotu5286,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,,
Zotu5287,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,
Zotu5288,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,,
Zotu5289,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,,,
Zotu5293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,,
Zotu5296,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,,,
Zotu5316,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,,,
Zotu5326,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,,,
Zotu5327,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,,
Zotu5331,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,,
Zotu5333,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,,,
Zotu5334,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,,
Zotu5337,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,,,
Zotu5339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,,,
Zotu5340,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,,
Zotu5342,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,,,
Zotu5346,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,,
Zotu5349,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,,
Zotu5351,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5352,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,,,
Zotu5353,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,,,
Zotu5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,
Zotu5357,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,
Zotu5360,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,
Zotu5364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,
Zotu5377,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,,,
Zotu5378,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,
Zotu5379,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,
Zotu5382,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,
Zotu5389,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,
Zotu5390,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,,,
Zotu5392,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,
Zotu5393,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,,,
Zotu5394,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,,
Zotu5396,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,,
Zotu5398,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,
Zotu5404,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,,,
Zotu5408,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,,,
Zotu5409,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,
Zotu5410,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,
Zotu5411,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,
Zotu5424,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,,,
Zotu5437,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,,,
Zotu5443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,,
Zotu5445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,
Zotu5447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,
Zotu5449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,
Zotu5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,
Zotu5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,
Zotu5456,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,,,
Zotu5457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,
Zotu5461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,
Zotu5466,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,,,
Zotu5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,,
Zotu5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,,
Zotu5472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,,
Zotu5473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,
Zotu5479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,,
Zotu5480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,,,
Zotu5484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,,
Zotu5485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,,,
Zotu5493,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,,,
Zotu5494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,
Zotu5495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,,
Zotu5496,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,,,
Zotu5502,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,,
Zotu5505,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,,,
Zotu5506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,
Zotu5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,,
Zotu5517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,,
Zotu5521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,,
Zotu5523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,
Zotu5524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,,
Zotu5527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,,
Zotu5547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,,
Zotu5553,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,
Zotu5554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,
Zotu5570,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,,,
Zotu5580,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,,
Zotu5587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,
Zotu5605,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,
Zotu5621,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,
Zotu5623,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5638,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,
Zotu5639,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,,
Zotu5640,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,,,
Zotu5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,
Zotu5652,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5666,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5668,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,
Zotu5673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,,
Zotu5688,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,,,
Zotu5690,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,
Zotu5692,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5694,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,
Zotu5700,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,
Zotu5704,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,,,
Zotu5706,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5708,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,,
Zotu5713,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,,
Zotu5718,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,,
Zotu5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,
Zotu5735,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,
Zotu5767,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,,,
Zotu5768,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,,,
Zotu5770,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,,
Zotu5771,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,,
Zotu5779,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,,
Zotu5785,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,,
Zotu5786,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,,
Zotu5793,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,,
Zotu5799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,
Zotu5801,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,,
Zotu5808,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,,,
Zotu5810,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu5813,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,,
Zotu5816,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,,
Zotu5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,,,
Zotu5841,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,,
Zotu5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,
Zotu5848,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,
Zotu5851,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,
Zotu5855,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,,
Zotu5856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,
Zotu5858,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,,
Zotu5860,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,,
Zotu5861,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,
Zotu5863,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,,
Zotu5864,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,,
Zotu5866,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,,,
Zotu5870,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,
Zotu5876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,
Zotu5879,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,
Zotu5884,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,,,
Zotu5889,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,,,
Zotu5895,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,,,
