"Taxon","sumOB31","sumOB32","sumOB33","sumOB34","Order","Genus"
"Gemmatimonadales;Gemmatimonas",0,0,0,0,"Gemmatimonadales","Gemmatimonas"
"Gp10;Gp10",0,0,2,0,"Gp10","Gp10"
"Gp22;Gp22",0,0,0,0,"Gp22","Gp22"
"Gp23;Gp23",1,0,0,0,"Gp23","Gp23"
"Gp25;Gp25",0,0,0,0,"Gp25","Gp25"
"Gp3;Gp3",1,0,1,0,"Gp3","Gp3"
"Gp5;Gp5",0,1,1,0,"Gp5","Gp5"
"Gp6;Gp6",1,0,1,0,"Gp6","Gp6"
"Gp7;Gp7",0,0,0,0,"Gp7","Gp7"
"Holophagales;Geothrix",0,0,0,0,"Holophagales","Geothrix"
"Ignavibacteriales;Ignavibacterium",1,0,0,0,"Ignavibacteriales","Ignavibacterium"
"Kiritimatiellales;Kiritimatiella",0,0,0,0,"Kiritimatiellales","Kiritimatiella"
"Kordiimonadales;Kordiimonas",0,0,0,0,"Kordiimonadales","Kordiimonas"
"Lactobacillales;Carnobacterium",0,0,0,0,"Lactobacillales","Carnobacterium"
"Lactobacillales;Catellicoccus",0,0,0,0,"Lactobacillales","Catellicoccus"
"Lactobacillales;Enterococcus",1,1,0,1,"Lactobacillales","Enterococcus"
"Lactobacillales;Lactococcus",0,0,0,0,"Lactobacillales","Lactococcus"
"Lactobacillales;Leuconostoc",0,0,0,0,"Lactobacillales","Leuconostoc"
"Lactobacillales;Streptococcus",0,0,1,0,"Lactobacillales","Streptococcus"
"Lactobacillales;Trichococcus",1,0,0,0,"Lactobacillales","Trichococcus"
"Lactobacillales;Weissella",0,0,0,0,"Lactobacillales","Weissella"
"Latescibacteria_genera_incertae_sedis;Latescibacteria_genera_incertae_sedis",0,0,0,0,"Latescibacteria_genera_incertae_sedis","Latescibacteria_genera_incertae_sedis"
"Legionellales;Aquicella",0,0,1,0,"Legionellales","Aquicella"
"Legionellales;Coxiella",9,9,10,0,"Legionellales","Coxiella"
"Legionellales;Diplorickettsia",2,0,0,0,"Legionellales","Diplorickettsia"
"Legionellales;Legionella",2,0,0,0,"Legionellales","Legionella"
"Lentisphaerales;Lentisphaera",3,0,1,0,"Lentisphaerales","Lentisphaera"
"Limisphaera;Limisphaera",0,0,0,0,"Limisphaera","Limisphaera"
"Marinimicrobia_genera_incertae_sedis;Marinimicrobia_genera_incertae_sedis",12,11,8,0,"Marinimicrobia_genera_incertae_sedis","Marinimicrobia_genera_incertae_sedis"
"Mariprofundales;Mariprofundus",0,0,0,0,"Mariprofundales","Mariprofundus"
"Methylococcales;Methylobacter",1,0,0,0,"Methylococcales","Methylobacter"
"Micrococcales;Aurantimicrobium",0,0,0,0,"Micrococcales","Aurantimicrobium"
"Micrococcales;Cellulomonas",0,0,0,0,"Micrococcales","Cellulomonas"
"Micrococcales;Cryobacterium",0,0,0,0,"Micrococcales","Cryobacterium"
"Micrococcales;Leucobacter",0,0,0,0,"Micrococcales","Leucobacter"
"Micrococcales;Microbacterium",0,0,0,0,"Micrococcales","Microbacterium"
"Micrococcales;Micrococcus",0,1,0,0,"Micrococcales","Micrococcus"
"Micrococcales;Pseudarthrobacter",0,0,0,0,"Micrococcales","Pseudarthrobacter"
"Micrococcales;Rhodoluna",0,0,0,0,"Micrococcales","Rhodoluna"
"Micrococcales;Subtercola",0,0,0,0,"Micrococcales","Subtercola"
"Micropepsales;Micropepsis",1,1,1,0,"Micropepsales","Micropepsis"
"Mycobacteriales;Mycobacterium",1,3,3,0,"Mycobacteriales","Mycobacterium"
"Myxococcales;Plesiocystis",1,0,1,0,"Myxococcales","Plesiocystis"
"Neisseriales;Neisseria",0,0,0,0,"Neisseriales","Neisseria"
"Neisseriales;Rivicola",0,0,0,0,"Neisseriales","Rivicola"
"Neisseriales;Uruburuella",0,0,0,0,"Neisseriales","Uruburuella"
"Neisseriales;Vitreoscilla",0,0,0,0,"Neisseriales","Vitreoscilla"
"Neisseriales;Vogesella",0,0,0,0,"Neisseriales","Vogesella"
"Nevskiales;Povalibacter",0,0,0,0,"Nevskiales","Povalibacter"
"Nitrosomonadales;Gallionella",0,0,0,0,"Nitrosomonadales","Gallionella"
"Nitrosomonadales;Georgfuchsia",0,0,0,0,"Nitrosomonadales","Georgfuchsia"
"Nitrosomonadales;Methylophilus",0,0,0,0,"Nitrosomonadales","Methylophilus"
"Nitrosomonadales;Methylotenera",2,1,1,0,"Nitrosomonadales","Methylotenera"
"Nitrosomonadales;Nitrosospira",0,0,0,0,"Nitrosomonadales","Nitrosospira"
"Nitrosomonadales;Thiobacillus",0,0,0,0,"Nitrosomonadales","Thiobacillus"
"Nitrosopumilales;Nitrosopumilus",27,27,24,0,"Nitrosopumilales","Nitrosopumilus"
"Nitrospinales;Nitrospina",36,37,31,0,"Nitrospinales","Nitrospina"
"Nitrospirales;Leptospirillum",0,0,0,0,"Nitrospirales","Leptospirillum"
"Nitrospirales;Nitrospira",1,0,0,0,"Nitrospirales","Nitrospira"
"Oceanospirillales;Endozoicomonas",0,0,0,0,"Oceanospirillales","Endozoicomonas"
"Oceanospirillales;Ketobacter",0,1,0,0,"Oceanospirillales","Ketobacter"
"Oceanospirillales;Marinomonas",1,2,2,0,"Oceanospirillales","Marinomonas"
"Oceanospirillales;Neptunomonas",0,0,1,0,"Oceanospirillales","Neptunomonas"
"Oceanospirillales;Pseudohongiella",8,9,8,0,"Oceanospirillales","Pseudohongiella"
"Oceanospirillales;Spongiispira",0,0,0,0,"Oceanospirillales","Spongiispira"
"Oligoflexales;Pseudobacteriovorax",0,0,0,0,"Oligoflexales","Pseudobacteriovorax"
"Oligosphaerales;Oligosphaera",0,0,0,0,"Oligosphaerales","Oligosphaera"
"Opitutales;Cephaloticoccus",1,0,1,0,"Opitutales","Cephaloticoccus"
"Opitutales;Lacunisphaera",0,0,0,0,"Opitutales","Lacunisphaera"
"Opitutales;Oleiharenicola",0,0,0,0,"Opitutales","Oleiharenicola"
